,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu11378,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,Hemimycena_lactea
Otu10226,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_populi
Otu10727,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified
Otu9212,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,unidentified
Otu10425,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unidentified
Otu11047,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Mucronella,unidentified
Otu10439,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_strelitziicola
Otu11482,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,unidentified
Otu11065,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Fellomyces,Fellomyces_horovitziae
Otu10807,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified
Otu9560,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Trichopeziza,Trichopeziza_mollissima
Otu10624,Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Astrothelium,unidentified
Otu11475,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus_coronatus
Otu11257,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inocutis,unidentified
Otu9710,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,unidentified,unidentified,unidentified
Otu10895,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,unidentified
Otu10771,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_scillae
Otu9649,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_fusisporum
Otu11105,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,unidentified
Otu9910,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Heyderia,unidentified
Otu11221,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_tuberculata
Otu11520,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Uwebraunia,Uwebraunia_musae
Otu10014,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,Delfinachytrium,Delfinachytrium_mesopotamicum
Otu9672,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,unidentified
Otu9913,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Chionosphaera,Chionosphaera_cuniculicola
Otu10912,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_strelitziicola
Otu9935,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,unidentified,unidentified
Otu10033,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Heterocephalacria,Heterocephalacria_bachmannii
Otu11263,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora
Otu11168,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,unidentified,unidentified,unidentified
Otu10669,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Alysidiella,Alysidiella_parasitica
Otu5781,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,Amphinema_byssoides
Otu10850,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Cladobotryum,Cladobotryum_cubitense
Otu11262,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae
Otu9614,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus_cepistipes
Otu9748,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Phlebia,Phlebia_tremellosa
Otu9220,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola
Otu10752,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Ramichloridium,Ramichloridium_luteum
Otu10208,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_flava
Otu10347,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_hominis
Otu11138,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,unidentified
Otu9576,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sporidesmium,unidentified
Otu10122,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata
Otu11154,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_globosa
Otu9362,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,,
Otu11067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massariaceae,,
Otu9518,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
Otu9822,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,
Otu10861,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,,
Otu9525,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,
Otu9774,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu9859,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,
Otu11510,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,,
Otu10567,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu10794,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,,
Otu11525,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu10800,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,
Otu9223,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,,
Otu11529,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,,
Otu11059,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,
Otu10432,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu10903,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,,
Otu10969,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
Otu11085,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,
Otu9360,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,
Otu11305,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,
Otu11356,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,
Otu10358,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,
Otu10705,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,
Otu11273,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu10137,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu11391,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu10491,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,,,
Otu10980,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
Otu10542,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu9281,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,,,
Otu10573,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu9974,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu11533,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,,,
Otu9268,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,,,
Otu10006,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9708,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9902,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu10315,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
Otu10405,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu9427,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu11278,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu10437,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu10283,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
Otu9712,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu9339,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
Otu9437,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu10684,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10038,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
Otu10266,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu9888,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu10128,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10830,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,,,
Otu11027,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu11465,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9623,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu10375,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,,
Otu9260,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
Otu9564,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,
Otu11294,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu10113,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
Otu9791,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu9683,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,,
Otu10230,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,
Otu10075,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu11536,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu10832,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,
Otu11416,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,,
Otu11382,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu11377,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu9311,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu10907,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
Otu11102,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10544,Fungi,Ascomycota,Sordariomycetes,,,,
Otu11028,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10799,Fungi,Ascomycota,Leotiomycetes,,,,
Otu11008,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10098,Fungi,Ascomycota,Saccharomycetes,,,,
Otu9506,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu10741,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10314,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11349,Fungi,Chytridiomycota,Rhizophydiomycetes,,,,
Otu10023,Fungi,Ascomycota,Sordariomycetes,,,,
Otu11513,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu10162,Fungi,Ascomycota,Dothideomycetes,,,,
Otu11366,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11122,Fungi,Ascomycota,Sordariomycetes,,,,
Otu9190,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10960,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10456,Fungi,Ascomycota,Dothideomycetes,,,,
Otu9239,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11436,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu10823,Fungi,Ascomycota,Leotiomycetes,,,,
Otu10717,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11480,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10139,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu9650,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu10050,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10827,Fungi,Ascomycota,Leotiomycetes,,,,
Otu11161,Fungi,Ascomycota,Leotiomycetes,,,,
Otu11285,Fungi,Ascomycota,Leotiomycetes,,,,
Otu10089,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10934,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10822,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10805,Fungi,Ascomycota,Dothideomycetes,,,,
Otu10738,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10816,Fungi,Ascomycota,Sordariomycetes,,,,
Otu9230,Fungi,Ascomycota,Sordariomycetes,,,,
Otu11514,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu9870,Fungi,Basidiomycota,Cystobasidiomycetes,,,,
Otu9534,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10649,Fungi,Ascomycota,Dothideomycetes,,,,
Otu9928,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10380,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
Otu10925,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10853,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu9459,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9663,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu11218,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9792,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10295,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10691,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,
Otu10686,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,
Otu11385,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu10066,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu9641,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9940,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
Otu9758,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10497,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10346,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu10142,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu11441,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9350,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10747,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu11485,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu11093,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10957,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu10366,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10505,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu11415,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu10967,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu9679,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu10471,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10866,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu9420,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu10344,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu11428,Fungi,Basidiomycota,,,,,
Otu9949,Fungi,Basidiomycota,,,,,
Otu11539,Fungi,Ascomycota,,,,,
Otu9591,Fungi,Ascomycota,,,,,
Otu11347,Fungi,Ascomycota,,,,,
Otu9640,Fungi,Ascomycota,,,,,
Otu9184,Fungi,Ascomycota,,,,,
Otu9959,Fungi,Ascomycota,,,,,
Otu9657,Fungi,Ascomycota,,,,,
Otu11345,Fungi,Basidiomycota,,,,,
Otu11005,Fungi,Ascomycota,,,,,
Otu11430,Fungi,Ascomycota,,,,,
Otu10489,Fungi,Ascomycota,,,,,
Otu9998,Fungi,Basidiomycota,,,,,
Otu11442,Fungi,Ascomycota,,,,,
Otu10284,Fungi,Ascomycota,,,,,
Otu9583,Fungi,Ascomycota,,,,,
Otu11297,Fungi,Basidiomycota,,,,,
Otu11114,Fungi,Ascomycota,,,,,
Otu11361,Fungi,Basidiomycota,,,,,
Otu11096,Fungi,Basidiomycota,,,,,
Otu10616,Fungi,Ascomycota,,,,,
Otu10737,Fungi,Ascomycota,,,,,
Otu10997,Fungi,Basidiomycota,,,,,
Otu9764,Fungi,Basidiomycota,,,,,
Otu11317,Fungi,Ascomycota,,,,,
Otu10310,Fungi,Basidiomycota,,,,,
Otu10922,Fungi,Basidiomycota,,,,,
Otu10700,Fungi,Ascomycota,,,,,
Otu9954,Fungi,Basidiomycota,,,,,
Otu9446,Fungi,Ascomycota,,,,,
Otu11293,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11511,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10198,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu9920,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10490,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10278,Fungi,Ascomycota,Sordariomycetes,,,,
Otu11242,Fungi,Ascomycota,Sordariomycetes,,,,
Otu11542,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10008,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10297,Fungi,Ascomycota,Sordariomycetes,,,,
Otu9520,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11253,Fungi,Ascomycota,Sordariomycetes,,,,
Otu9498,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10264,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu10086,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10201,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu9274,Fungi,Ascomycota,Sordariomycetes,,,,
Otu9830,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu9805,Fungi,Ascomycota,Sordariomycetes,,,,
Otu10102,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu9608,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10561,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu11265,Fungi,,,,,,
Otu10335,Fungi,,,,,,
Otu9779,Fungi,,,,,,
Otu11180,Fungi,,,,,,
Otu9849,Fungi,,,,,,
Otu9892,Fungi,,,,,,
Otu9303,Fungi,,,,,,
Otu10010,Fungi,,,,,,
Otu10607,Fungi,,,,,,
Otu9619,Fungi,,,,,,
Otu11526,Fungi,,,,,,
Otu10541,Fungi,,,,,,
Otu11256,Fungi,,,,,,
Otu10255,Fungi,,,,,,
Otu11001,Fungi,,,,,,
Otu10120,Fungi,,,,,,
Otu11023,Fungi,,,,,,
Otu10795,Fungi,,,,,,
Otu10433,Fungi,,,,,,
Otu11352,Fungi,,,,,,
Otu9715,Fungi,,,,,,
Otu11261,Fungi,,,,,,
Otu11290,Fungi,,,,,,
Otu9586,Fungi,Ascomycota,,,,,
Otu10308,Fungi,Basidiomycota,,,,,
Otu10894,Fungi,Ascomycota,,,,,
Otu10049,Fungi,Ascomycota,,,,,
Otu10210,Fungi,Ascomycota,,,,,
Otu10081,Fungi,Ascomycota,,,,,
Otu10147,Fungi,Ascomycota,,,,,
Otu11407,Fungi,Ascomycota,,,,,
Otu9444,Fungi,Ascomycota,,,,,
Otu9680,Fungi,Basidiomycota,,,,,
Otu9853,Fungi,Ascomycota,,,,,
Otu9253,Fungi,Ascomycota,,,,,
Otu9747,Fungi,Ascomycota,,,,,
Otu10000,Fungi,Ascomycota,,,,,
Otu10058,Fungi,Ascomycota,,,,,
Otu11193,Fungi,Ascomycota,,,,,
Otu11380,Fungi,Ascomycota,,,,,
Otu10104,Fungi,Basidiomycota,,,,,
Otu10936,Fungi,Ascomycota,,,,,
Otu9379,Fungi,Ascomycota,,,,,
Otu11055,Fungi,Ascomycota,,,,,
Otu11515,Fungi,Ascomycota,,,,,
Otu9682,Fungi,Ascomycota,,,,,
Otu10608,Fungi,Ascomycota,,,,,
Otu10693,Fungi,Ascomycota,,,,,
Otu11150,Fungi,Ascomycota,,,,,
Otu11400,Fungi,Ascomycota,,,,,
Otu9807,Fungi,Ascomycota,,,,,
Otu10590,Fungi,Basidiomycota,,,,,
Otu10780,Fungi,Ascomycota,,,,,
Otu11363,Fungi,Ascomycota,,,,,
Otu9891,Fungi,Ascomycota,,,,,
Otu10189,Fungi,Ascomycota,,,,,
Otu10215,Fungi,Ascomycota,,,,,
Otu10789,Fungi,Ascomycota,,,,,
Otu11376,Fungi,Ascomycota,,,,,
Otu9198,Fungi,Ascomycota,,,,,
Otu9528,Fungi,Ascomycota,,,,,
Otu9997,Fungi,Ascomycota,,,,,
Otu10222,Fungi,Ascomycota,,,,,
Otu10448,Fungi,Ascomycota,,,,,
Otu10565,Fungi,Ascomycota,,,,,
Otu11116,Fungi,Ascomycota,,,,,
Otu11141,Fungi,Ascomycota,,,,,
Otu9843,Fungi,Ascomycota,,,,,
Otu11457,Fungi,,,,,,
Otu11268,Fungi,,,,,,
Otu11271,Fungi,,,,,,
Otu10067,Fungi,,,,,,
Otu10399,Fungi,,,,,,
Otu10445,Fungi,,,,,,
Otu10458,Fungi,,,,,,
Otu10509,Fungi,,,,,,
Otu10524,Fungi,,,,,,
Otu11017,Fungi,,,,,,
Otu11343,Fungi,,,,,,
Otu9543,Fungi,,,,,,
Otu9767,Fungi,,,,,,
Otu9831,Fungi,,,,,,
Otu9875,Fungi,,,,,,
Otu9890,Fungi,,,,,,
Otu9909,Fungi,,,,,,
Otu9962,Fungi,,,,,,
Otu9994,Fungi,,,,,,
Otu10631,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,
Otu9450,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Stephanonectria,
Otu10177,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
Otu9659,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Acanthocorticium,
Otu9555,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,
Otu9106,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,
Otu10893,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tricladium,
Otu9819,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,
Otu9349,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,unidentified,
Otu10750,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Ramophialophora,
Otu8904,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,
Otu11527,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu9307,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,
Otu8969,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Xenochalara,
Otu8717,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,
Otu8856,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Mollisia,
Otu9953,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,
Otu10144,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Bulleribasidium,
Otu9981,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Melanophyllum,
Otu9633,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Scytinostroma,
Otu10690,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,
Otu11058,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,unidentified,
Otu10129,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Auriculoscypha,
Otu9922,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu9581,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Collophora,
Otu11433,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,
Otu8713,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Epulorhiza,
Otu11408,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,GS04,unidentified,unidentified,
Otu11088,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Stephanonectria,
Otu9901,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,
Otu9574,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,
Otu8632,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,
Otu10288,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,
Otu11426,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,
Otu9867,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Crinipellis,
Otu11403,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,
Otu9193,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,
Otu9482,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,
Otu8877,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,unidentified,
Otu9906,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,
Otu11437,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,
Otu11467,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,
Otu10740,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,
